Index	Most often style	Spectral Clustering	Aglomerative Clustering	K-means
6989	53	3	4	2
6990	51	3	3	5
6991	52	3	1	4
6992	53	6	2	6
6993	81	0	0	0
6994	38	3	3	5
6995	81	0	1	0
6996	64	3	1	4
6997	32	3	3	5
6998	48	3	3	5
6999	56	6	2	6
7000	47	6	2	6
7001	52	6	2	6
7002	50	3	1	4
7003	53	6	2	6
7004	81	0	0	0
7005	42	3	3	5
7006	81	0	1	0
7007	54	6	2	6
7008	51	3	3	5
7009	53	3	4	2
7010	79	3	4	2
7011	47	3	3	5
7012	47	6	2	6
7013	47	6	2	6
7014	35	3	3	5
7015	75	0	1	0
7016	56	3	3	5
7017	47	3	1	4
7018	81	4	0	0
7019	53	5	5	1
7020	39	3	3	5
7021	46	0	0	0
7022	60	0	1	4
7023	46	3	1	4
7024	47	6	2	6
7025	81	0	0	0
7026	60	3	4	2
7027	52	3	1	2
7028	56	5	5	1
7029	47	3	4	2
7030	32	3	3	5
7031	48	3	3	5
7032	54	3	4	2
7033	58	3	3	5
7034	32	3	3	5
7035	39	3	3	5
7036	45	3	1	4
7037	56	3	4	2
7038	21	0	1	0
7039	59	0	0	0
7040	51	3	3	5
7041	81	0	0	0
7042	47	3	3	5
7043	81	0	0	0
7044	56	3	4	2
7045	81	0	0	0
7046	52	6	2	6
7047	76	4	0	1
7048	43	3	4	2
7049	81	4	0	0
7050	80	0	0	0
7051	51	5	5	1
7052	47	3	3	5
7053	45	3	1	4
7054	47	6	2	6
7055	29	3	4	2
7056	56	0	0	0
7057	81	0	6	3
7058	74	4	0	0
7059	81	4	0	0
7060	58	0	1	4
7061	73	3	1	4
7062	81	0	0	0
7063	51	6	2	1
7064	42	0	1	0
7065	38	3	1	5
7066	25	3	3	5
7067	44	3	3	5
7068	81	1	6	3
7069	49	6	2	6
7070	53	3	3	5
7071	49	3	3	2
7072	55	3	3	5
7073	64	3	4	2
7074	53	6	2	6
7075	49	3	1	2
7076	47	3	3	2
7077	14	3	3	5
7078	81	4	0	1
7079	21	0	1	4
7080	57	3	4	2
7081	51	6	2	6
7082	81	0	1	0
7083	61	3	3	5
7084	33	3	3	5
7085	49	6	2	6
7086	42	0	1	4
7087	81	0	1	0
7088	72	3	3	2
7089	47	3	4	2
7090	39	3	3	5
7091	38	3	1	4
7092	43	0	0	0
7093	73	0	0	0
7094	54	6	2	6
7095	53	6	2	6
7096	47	6	2	6
7097	39	3	4	2
7098	32	3	3	5
7099	81	0	1	3
7100	81	4	0	0
7101	81	0	0	0
7102	53	6	2	6
7103	53	3	1	5
7104	54	0	1	4
7105	63	3	3	5
7106	67	0	0	0
7107	44	3	4	2
7108	56	6	2	1
7109	47	5	5	1
7110	72	5	5	1
7111	51	6	2	6
7112	51	3	3	5
7113	51	6	2	6
7114	56	3	3	5
7115	49	6	2	6
7116	53	6	2	6
7117	47	3	3	5
7118	56	3	3	5
7119	46	0	1	4
7120	42	0	0	0
7121	41	3	4	2
7122	84	3	1	2
7123	81	4	0	0
7124	31	0	1	0
7125	56	3	1	4
7126	49	0	1	4
7127	47	3	3	5
7128	56	3	3	5
7129	81	0	0	0
7130	48	0	1	0
7131	51	6	2	6
7132	48	6	2	6
7133	81	0	0	0
7134	64	3	1	4
7135	53	3	4	2
7136	25	0	1	4
7137	51	3	3	5
7138	81	4	0	0
7139	81	4	0	0
7140	38	3	4	2
7141	53	3	3	5
7142	49	3	4	2
7143	81	0	0	0
7144	51	4	2	1
7145	76	0	1	3
7146	42	3	3	5
7147	32	3	3	5
7148	81	0	0	0
7149	72	3	4	2
7150	37	3	3	5
7151	49	0	1	0
7152	81	0	6	3
7153	47	3	3	5
7154	49	3	1	2
7155	56	3	1	5
7156	53	6	2	6
7157	50	3	3	5
7158	46	3	4	4
7159	68	3	3	5
7160	47	3	1	4
7161	81	4	0	0
7162	20	3	1	4
7163	50	6	2	6
7164	49	3	3	5
7165	53	3	4	2
7166	53	3	4	2
7167	47	3	3	5
7168	76	0	1	4
7169	47	3	3	5
7170	75	4	0	1
7171	38	3	1	2
7172	22	0	1	4
7173	71	0	1	4
7174	72	3	4	2
7175	69	0	1	4
7176	47	3	3	5
7177	53	6	2	6
7178	30	0	0	0
7179	64	0	0	0
7180	81	0	6	3
7181	79	3	1	2
7182	81	0	0	0
7183	47	3	3	5
7184	57	4	2	1
7185	47	6	2	6
7186	53	3	1	4
7187	47	3	3	5
7188	50	6	2	6
7189	67	5	5	1
7190	47	3	3	5
7191	47	6	2	6
7192	52	3	3	2
7193	50	6	2	6
7194	14	3	4	2
7195	81	0	0	0
7196	48	6	2	6
7197	47	3	3	5
7198	81	0	0	0
7199	50	6	2	6
7200	67	3	3	5
7201	51	6	2	6
7202	45	0	1	0
7203	53	3	4	2
7204	32	3	3	5
7205	49	6	2	6
7206	53	3	4	2
7207	46	0	1	4
7208	53	3	4	2
7209	18	3	3	5
7210	52	3	1	5
7211	81	4	0	0
7212	72	4	0	0
7213	76	0	1	0
7214	54	6	2	6
7215	78	0	1	0
7216	49	6	2	1
7217	42	3	1	5
7218	65	3	1	4
7219	50	3	3	5
7220	81	0	0	0
7221	57	6	2	6
7222	37	3	1	5
7223	38	3	1	4
7224	42	3	1	4
7225	56	0	1	0
7226	49	0	1	0
7227	50	6	2	6
7228	76	0	0	0
7229	46	3	3	5
7230	53	6	2	6
7231	47	6	2	6
7232	50	0	1	4
7233	47	3	3	5
7234	81	4	0	0
7235	39	3	4	2
7236	70	4	0	0
7237	81	0	0	0
7238	56	4	0	1
7239	47	5	5	1
7240	52	6	2	6
7241	57	3	3	5
7242	56	6	2	6
7243	50	6	2	6
7244	32	3	4	2
7245	39	3	4	2
7246	56	3	3	5
7247	42	3	3	5
7248	81	0	0	0
7249	49	0	1	4
7250	81	0	1	4
7251	47	6	2	6
7252	47	3	3	5
7253	39	3	3	5
7254	42	3	3	5
7255	47	3	4	2
7256	53	3	4	2
7257	49	5	5	1
7258	51	6	2	6
7259	81	4	0	1
7260	56	3	3	5
7261	56	6	2	6
7262	47	3	3	5
7263	49	3	1	4
7264	51	3	3	5
7265	32	3	3	5
7266	81	4	0	0
7267	52	3	1	4
7268	69	0	1	0
7269	25	0	1	4
7270	48	3	1	4
7271	47	3	3	5
7272	53	6	2	6
7273	81	0	0	0
7274	54	3	3	5
7275	53	5	5	1
7276	56	5	5	1
7277	62	0	1	4
7278	45	3	4	2
7279	42	0	1	0
7280	78	0	0	0
7281	40	3	3	5
7282	76	0	1	3
7283	50	5	5	1
7284	71	0	0	0
7285	56	4	0	1
7286	49	6	2	6
7287	56	3	3	5
7288	53	6	2	6
7289	47	3	3	5
7290	43	3	4	2
7291	47	3	4	2
7292	37	3	3	5
7293	47	3	3	5
7294	49	6	2	6
7295	56	3	3	5
7296	73	3	1	4
7297	38	3	3	5
7298	49	5	5	1
7299	53	6	2	6
7300	57	3	4	2
7301	47	6	2	6
7302	56	4	2	1
7303	50	6	2	6
7304	54	6	2	6
7305	38	3	3	5
7306	32	3	3	5
7307	53	6	2	6
7308	45	0	1	4
7309	50	3	4	4
7310	49	0	0	0
7311	32	3	1	4
7312	54	3	3	5
7313	48	0	1	0
7314	47	0	1	4
7315	51	3	4	2
7316	42	3	1	4
7317	54	0	0	0
7318	39	3	3	5
7319	57	4	0	1
7320	50	6	2	6
7321	58	0	1	0
7322	62	3	4	2
7323	74	3	4	2
7324	32	3	3	5
7325	51	3	4	5
7326	53	5	5	1
7327	59	3	3	5
7328	47	6	2	6
7329	53	5	5	1
7330	77	3	4	2
7331	53	6	2	6
7332	72	3	4	2
7333	49	5	5	1
7334	53	5	5	1
7335	56	3	1	4
7336	72	0	0	0
7337	28	3	3	5
7338	81	4	0	0
7339	50	3	3	5
7340	45	3	1	4
7341	47	6	2	1
7342	46	0	1	4
7343	53	6	2	6
7344	35	3	3	5
7345	53	3	3	5
7346	81	0	1	4
7347	78	0	0	0
7348	64	0	0	0
7349	58	4	2	1
7350	47	5	5	1
7351	81	0	6	3
7352	81	0	6	3
7353	52	3	4	2
7354	46	6	2	6
7355	25	3	3	5
7356	81	0	0	0
7357	62	4	0	1
7358	53	6	2	1
7359	49	6	2	6
7360	57	4	0	1
7361	47	6	2	6
7362	53	3	4	2
7363	50	6	2	1
7364	68	0	1	4
7365	54	0	0	0
7366	74	4	0	0
7367	49	6	2	6
7368	57	5	5	1
7369	56	3	3	5
7370	38	3	3	5
7371	59	3	3	5
7372	72	3	4	2
7373	58	3	3	5
7374	47	6	2	6
7375	48	3	1	4
7376	58	3	3	5
7377	66	3	4	2
7378	52	3	3	5
7379	52	3	3	5
7380	47	3	3	5
7381	76	0	0	0
7382	48	5	5	1
7383	56	3	3	5
7384	56	3	3	5
7385	56	2	6	3
7386	49	6	2	6
7387	57	3	3	5
7388	40	3	1	5
7389	47	6	2	6
7390	50	3	4	4
7391	53	3	4	2
7392	51	4	0	1
7393	56	6	2	1
7394	54	3	3	5
7395	18	3	3	5
7396	47	6	2	6
7397	71	0	1	4
7398	53	5	5	1
7399	53	4	0	1
7400	81	0	1	0
7401	52	5	5	1
7402	41	3	1	4
7403	45	3	4	4
7404	81	0	0	0
7405	53	3	4	2
7406	47	3	3	5
7407	81	0	6	3
7408	72	0	0	0
7409	67	0	1	2
7410	47	3	3	5
7411	47	6	2	6
7412	81	0	0	0
7413	45	3	3	5
7414	56	3	3	5
7415	47	3	3	5
7416	56	6	2	6
7417	81	0	0	0
7418	51	3	4	2
7419	28	3	3	5
7420	63	3	3	5
7421	51	3	1	4
7422	53	3	4	2
7423	57	3	1	4
7424	40	3	1	4
7425	72	3	4	2
7426	39	3	3	5
7427	53	6	2	6
7428	64	3	3	5
7429	48	6	2	6
7430	63	0	1	0
7431	32	3	3	5
7432	70	0	0	0
7433	48	0	0	0
7434	53	6	2	6
7435	51	3	4	2
7436	47	3	4	2
7437	76	4	0	0
7438	14	3	4	2
7439	69	0	0	0
7440	81	4	0	1
7441	56	3	3	5
7442	25	3	3	5
7443	38	3	3	5
7444	61	3	4	2
7445	47	3	3	5
7446	38	3	1	4
7447	49	5	5	1
7448	81	0	6	3
7449	72	0	6	3
7450	43	3	3	5
7451	51	6	2	6
7452	72	0	1	0
7453	54	3	3	5
7454	61	0	1	0
7455	47	6	2	6
7456	47	3	4	2
7457	53	3	1	4
7458	49	3	3	5
7459	81	0	6	3
7460	45	3	4	2
7461	51	3	3	5
7462	78	0	1	4
7463	51	6	2	6
7464	62	0	0	0
7465	38	0	1	4
7466	51	3	4	2
7467	81	4	0	0
7468	57	6	2	6
7469	52	3	3	2
7470	61	3	3	2
7471	32	3	3	5
7472	47	3	3	5
7473	72	3	4	2
7474	81	0	0	0
7475	52	4	0	1
7476	50	5	5	1
7477	47	3	3	5
7478	79	0	0	0
7479	49	6	2	6
7480	49	6	2	6
7481	39	3	3	5
7482	81	0	0	0
7483	74	0	0	0
7484	32	3	3	5
7485	33	3	4	2
7486	49	3	4	2
7487	52	6	2	6
7488	56	6	2	6
7489	84	0	0	0
7490	51	3	3	5
7491	71	0	0	0
7492	29	3	4	4
7493	25	3	1	4
7494	47	3	3	5
7495	57	3	4	2
7496	57	3	1	5
7497	47	3	3	5
7498	53	5	5	1
7499	53	6	2	6
7500	54	3	4	2
7501	56	3	3	5
7502	53	6	2	6
7503	53	5	5	1
7504	62	0	1	4
7505	58	4	0	1
7506	38	3	1	5
7507	81	0	0	0
7508	50	6	2	6
7509	81	0	1	0
7510	81	4	0	0
7511	39	3	3	5
7512	50	6	2	6
7513	38	6	2	6
7514	57	6	2	1
7515	47	3	3	5
7516	47	3	3	5
7517	44	3	1	2
7518	37	3	3	5
7519	47	3	1	5
7520	56	6	2	6
7521	62	0	1	0
7522	53	5	5	1
7523	81	0	0	0
7524	53	5	5	1
7525	64	3	3	5
7526	47	3	3	5
7527	32	3	4	2
7528	62	0	0	0
7529	81	0	1	0
7530	13	0	1	4
7531	32	3	3	5
7532	72	3	1	4
7533	72	3	4	2
7534	45	3	1	4
7535	43	3	4	2
7536	59	3	4	2
7537	50	6	2	6
7538	49	3	4	2
7539	49	3	4	2
7540	73	3	4	2
7541	56	3	4	2
7542	50	6	2	6
7543	56	6	2	1
7544	47	3	3	5
7545	52	6	2	6
7546	50	6	2	6
7547	50	0	1	4
7548	54	3	3	5
7549	47	6	2	6
7550	66	3	1	4
7551	54	5	5	1
7552	53	6	2	6
7553	81	0	1	0
7554	54	6	2	6
7555	44	3	3	5
7556	74	4	0	1
7557	60	3	1	4
7558	81	0	0	0
7559	79	0	1	2
7560	56	3	1	4
7561	53	6	2	6
7562	76	3	1	4
7563	47	3	3	5
7564	45	3	3	5
7565	56	3	3	5
7566	54	6	2	6
7567	68	0	1	4
7568	49	5	5	1
7569	53	0	0	0
7570	76	0	1	0
7571	32	3	3	5
7572	50	4	2	1
7573	56	0	1	4
7574	76	4	0	1
7575	56	0	0	0
7576	32	3	3	5
7577	50	3	1	5
7578	62	3	3	5
7579	53	6	2	6
7580	49	3	4	2
7581	57	0	6	3
7582	72	3	3	5
7583	78	0	0	0
7584	76	0	1	4
7585	57	6	2	6
7586	83	3	1	2
7587	45	6	2	6
7588	47	3	3	5
7589	81	0	0	0
7590	20	3	4	4
7591	47	6	2	6
7592	40	0	1	4
7593	58	5	5	1
7594	81	0	0	0
7595	52	6	2	6
7596	51	6	2	6
7597	51	3	3	5
7598	14	3	3	5
7599	56	6	2	6
7600	55	0	0	0
7601	52	6	2	6
7602	50	6	2	6
7603	50	6	2	6
7604	69	0	0	0
7605	47	3	3	5
7606	53	6	2	6
7607	47	3	3	5
7608	47	6	2	6
7609	50	6	2	6
7610	45	0	1	4
7611	47	6	2	6
7612	56	5	5	1
7613	51	6	2	6
7614	72	3	4	2
7615	47	6	2	6
7616	29	3	3	5
7617	53	6	2	6
7618	64	3	3	5
7619	56	3	3	5
7620	62	3	4	2
7621	47	6	2	6
7622	50	3	1	4
7623	46	3	3	5
7624	47	6	2	6
7625	37	3	4	4
7626	81	0	0	0
7627	50	0	1	4
7628	53	6	2	6
7629	51	6	2	6
7630	57	3	4	2
7631	81	4	0	0
7632	81	0	1	4
7633	45	3	3	5
7634	57	0	1	0
7635	56	3	1	4
7636	67	4	0	1
7637	53	3	4	2
7638	27	0	1	4
7639	81	0	1	4
7640	51	3	3	5
7641	24	3	4	4
7642	49	5	5	1
7643	53	4	0	1
7644	55	6	2	6
7645	54	6	2	6
7646	47	3	3	5
7647	47	6	2	6
7648	39	3	1	4
7649	45	3	1	4
7650	73	4	0	1
7651	51	3	3	5
7652	58	0	0	0
7653	47	6	2	6
7654	50	3	3	5
7655	47	0	1	4
7656	56	3	3	5
7657	50	0	1	0
7658	54	5	5	1
7659	58	5	5	1
7660	52	6	2	6
7661	46	3	3	5
7662	81	0	0	0
7663	47	6	2	6
7664	53	6	2	6
7665	39	3	3	5
7666	50	6	2	6
7667	52	6	2	6
7668	81	0	0	0
7669	44	3	1	4
7670	42	3	3	5
7671	34	3	3	5
7672	46	3	4	2
7673	81	0	0	0
7674	53	6	2	6
7675	38	3	1	4
7676	45	3	4	2
7677	54	5	5	1
7678	56	4	0	1
7679	51	3	1	4
7680	51	0	1	4
7681	56	6	2	6
7682	54	3	3	5
7683	53	3	3	2
7684	43	0	1	4
7685	51	6	2	6
7686	33	3	3	5
7687	56	0	0	0
7688	57	4	0	1
7689	60	0	1	4
7690	79	0	1	0
7691	47	6	2	6
7692	40	0	1	4
7693	47	6	2	6
7694	47	3	4	2
7695	22	0	1	4
7696	72	3	4	2
7697	53	6	2	6
7698	57	0	1	4
7699	81	0	0	0
7700	81	0	6	3
7701	42	6	2	6
7702	48	3	1	4
7703	76	0	1	4
7704	50	0	1	0
7705	50	0	1	0
7706	56	6	2	6
7707	56	3	4	2
7708	53	5	5	1
7709	47	3	3	5
7710	72	5	5	1
7711	73	4	0	1
7712	72	0	0	0
7713	48	6	2	6
7714	52	3	3	5
7715	73	3	1	4
7716	48	3	4	2
7717	54	3	4	2
7718	53	6	2	6
7719	57	4	2	1
7720	56	3	3	5
7721	81	4	0	0
7722	36	3	3	5
7723	37	3	4	2
7724	50	3	3	5
7725	49	6	2	6
7726	53	0	1	2
7727	81	0	6	3
7728	56	6	2	6
7729	42	3	3	5
7730	81	4	0	0
7731	56	3	1	4
7732	81	0	0	0
7733	76	0	0	0
7734	49	3	3	5
7735	50	6	2	6
7736	42	0	1	4
7737	69	3	4	2
7738	50	6	2	6
7739	56	3	3	5
7740	53	3	4	2
7741	32	3	1	4
7742	56	0	0	0
7743	81	0	6	3
7744	81	0	0	0
7745	47	3	1	4
7746	54	3	4	2
7747	36	0	1	4
7748	50	6	2	6
7749	81	4	0	0
7750	37	3	1	4
7751	58	0	1	4
7752	57	5	5	1
7753	53	6	2	6
7754	70	3	3	5
7755	53	6	2	6
7756	45	0	1	4
7757	47	6	2	6
7758	25	0	1	0
7759	47	6	2	6
7760	46	3	3	5
7761	51	3	1	5
7762	57	3	1	4
7763	81	0	6	3
7764	78	0	1	0
7765	81	4	0	0
7766	57	3	3	5
7767	83	0	1	4
7768	44	3	3	5
7769	47	3	3	5
7770	81	0	0	0
7771	40	3	3	5
7772	38	3	3	2
7773	81	0	6	3
7774	81	0	0	0
7775	56	6	2	1
7776	51	3	3	5
7777	81	0	6	3
7778	62	3	1	4
7779	57	0	0	0
7780	54	6	2	6
7781	56	3	1	5
7782	70	0	0	0
7783	45	3	3	5
7784	45	3	1	4
7785	51	6	2	6
7786	63	0	0	0
7787	54	3	4	2
7788	41	0	1	4
7789	56	0	1	0
7790	62	3	1	4
7791	76	3	1	4
7792	49	5	5	1
7793	55	5	5	1
7794	48	3	4	2
7795	38	3	4	2
7796	81	4	0	1
7797	53	6	2	6
7798	72	3	4	2
7799	81	0	6	3
7800	51	6	2	1
7801	61	0	0	0
7802	42	3	1	4
7803	72	3	4	2
7804	56	2	6	3
7805	47	6	2	6
7806	51	6	2	6
7807	50	6	2	6
7808	47	0	1	4
7809	70	0	1	4
7810	47	6	2	6
7811	54	3	4	4
7812	47	3	3	5
7813	26	3	4	2
7814	79	3	1	2
7815	53	6	2	6
7816	32	3	1	4
7817	47	3	3	5
7818	69	0	0	0
7819	47	6	2	6
7820	59	5	5	1
7821	71	3	3	5
7822	72	3	3	5
7823	81	0	0	0
7824	32	3	3	5
7825	43	3	4	2
7826	51	6	2	6
7827	49	6	2	6
7828	25	3	1	4
7829	81	0	0	0
7830	55	3	1	5
7831	60	3	3	5
7832	56	0	1	4
7833	47	6	2	6
7834	67	3	3	5
7835	54	6	2	6
7836	51	6	2	6
7837	47	3	3	5
7838	53	5	5	1
7839	46	3	3	5
7840	32	3	3	5
7841	45	5	5	1
7842	67	3	4	2
7843	56	3	3	5
7844	45	3	4	4
7845	53	3	4	2
7846	66	0	0	0
7847	57	3	3	5
7848	42	0	1	4
7849	52	6	2	6
7850	49	3	3	5
7851	16	3	3	5
7852	50	3	3	5
7853	47	3	3	5
7854	81	0	6	3
7855	51	0	0	0
7856	53	6	2	6
7857	81	0	0	0
7858	33	0	1	4
7859	81	0	6	3
7860	53	3	3	5
7861	53	3	3	5
7862	51	6	2	6
7863	32	3	3	5
7864	51	6	2	1
7865	53	0	1	4
7866	50	5	5	1
7867	51	3	3	5
7868	38	3	4	4
7869	49	6	2	6
7870	73	0	1	4
7871	61	0	1	4
7872	53	5	5	1
7873	51	6	2	6
7874	53	3	1	2
7875	77	0	1	4
7876	52	3	4	2
7877	81	0	6	3
7878	47	3	1	4
7879	45	3	4	2
7880	47	6	2	6
7881	47	3	3	5
7882	47	0	1	0
7883	38	3	3	5
7884	38	3	3	5
7885	72	3	4	2
7886	64	3	1	2
7887	29	0	1	4
7888	81	0	0	0
7889	65	0	1	2
7890	47	4	0	0
7891	47	6	2	6
7892	81	0	6	3
7893	58	4	0	1
7894	44	3	3	5
7895	47	3	3	5
7896	53	0	1	4
7897	81	0	0	0
7898	73	3	4	2
7899	56	3	3	5
7900	56	6	2	6
7901	53	6	2	6
7902	75	3	4	2
7903	16	0	6	3
7904	50	0	1	4
7905	81	0	1	0
7906	26	0	1	4
7907	51	6	2	6
7908	57	3	4	2
7909	65	0	0	0
7910	72	3	1	2
7911	56	3	3	5
7912	58	0	1	4
7913	42	3	3	5
7914	50	3	4	2
7915	47	6	2	6
7916	53	5	5	1
7917	65	3	4	4
7918	84	0	0	0
7919	49	6	2	6
7920	32	3	4	2
7921	53	3	1	5
7922	52	3	1	5
7923	56	0	1	4
7924	52	3	1	4
7925	56	6	2	6
7926	50	6	2	6
7927	45	6	2	1
7928	21	0	1	4
7929	56	3	4	2
7930	54	4	0	1
7931	48	6	2	6
7932	38	3	3	5
7933	44	3	3	5
7934	45	0	0	0
7935	51	6	2	6
7936	81	0	0	0
7937	81	0	1	0
7938	72	3	4	2
7939	51	6	2	6
7940	72	3	4	2
7941	81	0	0	0
7942	49	6	2	6
7943	20	3	4	2
7944	47	3	3	5
7945	53	4	0	1
7946	63	0	0	0
7947	51	6	2	6
7948	56	3	3	2
7949	65	0	1	0
7950	50	3	4	2
7951	56	6	2	6
7952	72	3	4	2
7953	48	3	3	5
7954	49	6	2	6
7955	49	3	3	5
7956	32	0	1	2
7957	63	3	3	5
7958	72	5	5	1
7959	56	3	1	4
7960	61	3	3	5
7961	56	4	0	1
7962	72	3	4	2
7963	53	0	1	4
7964	56	3	3	5
7965	71	5	5	1
7966	36	3	3	5
7967	76	0	0	0
7968	81	0	0	0
7969	47	3	3	5
7970	72	3	4	2
7971	47	3	3	5
7972	47	3	4	2
7973	41	3	3	5
7974	45	3	1	4
7975	73	3	4	2
7976	39	3	3	5
7977	58	0	1	4
7978	81	0	0	0
7979	57	3	1	4
7980	67	3	1	4
7981	47	6	2	6
7982	54	3	3	5
7983	53	0	0	0
7984	76	4	0	1
7985	61	3	4	2
7986	55	6	2	6
7987	60	3	3	5
7988	81	0	0	0
7989	43	3	3	5
7990	50	6	2	6
7991	66	3	3	5
7992	56	3	3	5
7993	49	0	1	4
7994	41	3	4	2
7995	51	6	2	6
7996	50	3	3	5
7997	50	0	0	0
7998	53	5	5	1
7999	53	3	3	5
8000	59	0	0	0
8001	53	6	2	1
8002	50	4	0	1
8003	53	6	2	6
8004	68	3	1	5
8005	32	3	3	5
8006	44	3	3	5
8007	32	3	3	5
8008	77	0	0	0
8009	42	3	1	5
8010	50	3	3	5
8011	56	3	4	2
8012	48	3	1	4
8013	53	3	4	2
8014	45	6	2	1
8015	51	6	2	6
8016	81	3	1	4
8017	53	6	2	6
8018	39	0	1	4
8019	42	0	1	3
8020	81	0	0	0
8021	49	3	4	2
8022	49	5	5	1
8023	48	5	5	1
8024	53	5	5	1
8025	67	3	3	5
8026	56	3	4	2
8027	62	0	1	0
8028	34	3	3	2
8029	53	6	2	6
8030	30	3	3	5
8031	62	5	5	1
8032	60	5	5	1
8033	49	0	1	0
8034	17	3	3	5
8035	57	3	4	2
8036	78	0	0	0
8037	49	3	4	2
8038	74	4	0	1
8039	47	3	3	5
8040	74	0	1	0
8041	56	4	2	1
8042	57	0	1	4
8043	47	3	4	2
8044	54	3	3	5
8045	45	3	4	2
8046	79	3	1	2
8047	53	6	2	6
8048	65	3	4	2
8049	56	3	3	5
8050	68	0	1	0
8051	53	6	2	6
8052	36	3	3	5
8053	71	0	1	4
8054	48	0	0	0
8055	32	3	3	5
8056	76	4	0	0
8057	39	5	5	1
8058	47	4	0	1
8059	47	6	2	6
8060	81	0	0	0
8061	50	6	2	6
8062	32	3	1	4
8063	75	0	0	0
8064	81	0	1	0
8065	53	3	4	2
8066	42	6	2	6
8067	39	3	1	4
8068	13	0	1	4
8069	69	0	0	0
8070	50	0	1	4
8071	56	3	1	5
8072	32	3	3	5
8073	52	3	4	2
8074	57	3	1	4
8075	50	3	4	2
8076	50	3	1	4
8077	47	3	3	5
8078	40	0	1	4
8079	56	6	2	6
8080	38	3	3	5
8081	41	3	1	4
8082	47	3	4	2
8083	32	3	3	5
8084	81	0	6	3
8085	54	6	2	6
8086	45	3	1	4
8087	56	3	4	2
8088	37	3	3	5
8089	72	3	4	2
8090	70	0	1	2
8091	51	3	3	5
8092	79	3	1	2
8093	32	3	3	5
8094	56	3	3	5
8095	72	0	1	2
8096	48	3	1	4
8097	59	0	6	3
8098	81	4	0	0
8099	50	5	5	1
8100	47	3	1	4
8101	79	0	1	2
8102	52	3	3	5
8103	50	6	2	1
8104	53	6	2	6
8105	44	3	3	5
8106	38	3	1	4
8107	63	4	0	1
8108	61	0	1	4
8109	47	0	0	0
8110	25	3	1	4
8111	56	6	2	6
8112	53	6	2	6
8113	50	4	0	0
8114	56	3	1	5
8115	81	0	0	0
8116	51	3	1	4
8117	40	0	1	4
8118	70	0	1	4
8119	47	6	2	6
8120	44	3	3	5
8121	56	3	3	5
8122	47	3	3	5
8123	38	0	1	4
8124	50	3	3	5
8125	59	3	4	2
8126	49	0	0	0
8127	72	3	4	2
8128	56	3	3	5
8129	80	0	1	4
8130	78	0	0	0
8131	68	0	1	2
8132	48	3	3	2
8133	43	0	1	0
8134	81	4	0	0
8135	32	3	3	5
8136	49	3	3	5
8137	47	3	4	2
8138	25	3	3	5
8139	53	0	0	0
8140	48	3	3	5
8141	47	3	3	5
8142	51	0	0	0
8143	50	0	6	3
8144	56	3	3	5
8145	50	6	2	6
8146	51	6	2	6
8147	56	4	2	1
8148	51	6	2	6
8149	56	3	4	2
8150	67	0	0	0
8151	63	0	1	4
8152	56	0	0	0
8153	81	0	0	0
8154	49	6	2	6
8155	54	6	2	1
8156	53	3	3	5
8157	74	3	3	5
8158	47	3	4	2
8159	32	3	3	5
8160	72	3	4	2
8161	70	0	0	0
8162	87	3	1	2
8163	47	6	2	6
8164	57	6	2	1
8165	68	3	3	5
8166	51	6	2	6
8167	51	0	0	0
8168	50	0	1	4
8169	51	6	2	6
8170	42	0	1	4
8171	50	6	2	6
8172	63	3	1	4
8173	56	3	1	4
8174	47	3	1	5
8175	79	0	0	0
8176	50	3	3	5
8177	81	0	0	0
8178	59	3	1	2
8179	40	3	1	4
8180	81	0	0	0
8181	50	6	2	6
8182	63	3	4	2
8183	53	3	4	2
8184	51	3	3	5
8185	50	6	2	6
8186	53	5	5	1
8187	61	0	1	0
8188	47	3	3	5
8189	64	3	3	5
8190	70	3	4	2
8191	38	3	4	2
8192	56	3	3	5
8193	63	3	1	4
8194	46	3	4	2
8195	81	0	0	0
8196	50	0	1	4
8197	46	0	0	0
8198	53	5	5	1
8199	67	0	1	0
8200	51	0	1	4
8201	44	3	3	5
8202	54	6	2	6
8203	53	6	2	6
8204	51	6	2	6
8205	50	3	1	4
8206	51	3	1	5
8207	53	6	2	6
8208	47	3	3	5
8209	56	3	1	4
8210	31	0	0	0
8211	49	5	5	1
8212	47	6	2	6
8213	37	3	4	2
8214	70	0	0	0
8215	67	3	1	4
8216	81	0	6	3
8217	56	3	3	5
8218	42	0	1	4
8219	38	3	1	4
8220	47	0	1	4
8221	56	6	2	1
8222	53	6	2	6
8223	56	0	1	4
8224	79	0	1	0
8225	47	3	3	5
8226	53	3	4	2
8227	51	6	2	6
8228	72	3	4	2
8229	47	6	2	6
8230	50	6	2	6
8231	47	6	2	6
8232	39	3	3	5
8233	51	6	2	6
8234	51	6	2	6
8235	69	0	1	0
8236	46	0	1	4
8237	43	0	1	0
8238	50	3	3	5
8239	56	0	1	4
8240	47	3	3	5
8241	47	6	2	6
8242	47	6	2	6
8243	51	3	1	5
8244	46	0	1	4
8245	58	3	3	5
8246	79	0	0	0
8247	65	0	1	4
8248	57	3	4	2
8249	49	3	3	2
8250	53	3	4	2
8251	50	3	3	5
8252	81	0	0	0
8253	74	3	4	2
8254	44	0	0	0
8255	32	3	3	5
8256	53	6	2	1
8257	81	0	1	0
