Index	Most often style	Spectral Clustering	Aglomerative Clustering	K-means
1349	50	5	5	1
1350	81	4	0	1
1351	32	3	4	2
1352	47	3	3	5
1353	51	6	2	6
1354	42	0	1	4
1355	87	3	1	2
1356	57	4	0	0
1357	72	5	5	1
1358	81	0	0	0
1359	76	0	0	0
1360	63	0	0	0
1361	53	3	3	5
1362	43	3	1	4
1363	76	4	0	1
1364	70	3	1	4
1365	60	3	4	2
1366	47	6	2	6
1367	47	3	3	5
1368	52	6	2	6
1369	56	4	0	1
1370	56	3	3	5
1371	39	3	3	5
1372	22	0	1	0
1373	56	6	2	1
1374	58	3	1	4
1375	74	5	5	1
1376	43	0	1	4
1377	49	6	2	6
1378	49	3	4	2
1379	67	3	1	2
1380	47	6	2	1
1381	56	6	2	1
1382	72	3	4	2
1383	47	3	3	5
1384	47	6	2	6
1385	44	3	3	5
1386	47	3	3	5
1387	81	4	0	1
1388	81	0	0	0
1389	24	3	3	5
1390	81	0	1	0
1391	49	6	2	6
1392	45	3	1	4
1393	47	3	3	5
1394	62	3	3	2
1395	39	0	1	4
1396	47	6	2	6
1397	47	6	2	6
1398	49	3	4	2
1399	72	3	4	2
1400	57	4	0	1
1401	56	6	2	6
1402	53	6	2	6
1403	61	3	3	5
1404	47	3	3	5
1405	53	6	2	6
1406	53	6	2	6
1407	50	6	2	6
1408	81	0	0	0
1409	44	3	3	5
1410	46	0	0	0
1411	53	5	5	1
1412	53	5	5	1
1413	47	6	2	6
1414	62	5	5	1
1415	53	3	4	2
1416	50	6	2	6
1417	53	3	4	2
1418	56	0	0	0
1419	81	0	0	0
1420	19	3	4	2
1421	56	3	3	5
1422	50	3	3	5
1423	53	0	1	4
1424	56	6	2	6
1425	42	3	3	5
1426	32	3	1	4
1427	49	5	5	1
1428	44	3	4	2
1429	62	0	1	0
1430	32	3	3	5
1431	51	6	2	1
1432	51	3	3	5
1433	43	3	3	5
1434	42	6	2	1
1435	51	3	3	5
1436	32	3	3	5
1437	80	0	1	2
1438	47	6	2	6
1439	42	3	3	5
1440	71	3	3	5
1441	74	0	0	0
1442	41	3	1	4
1443	50	6	2	6
1444	49	3	4	2
1445	50	6	2	6
1446	40	3	4	2
1447	38	3	1	4
1448	54	0	0	0
1449	53	6	2	6
1450	53	6	2	6
1451	38	6	2	6
1452	50	6	2	6
1453	43	0	1	0
1454	51	3	1	4
1455	49	0	0	0
1456	66	3	1	4
1457	47	6	2	6
1458	81	0	0	0
1459	69	0	0	0
1460	51	3	3	2
1461	57	4	0	1
1462	76	0	0	0
1463	72	0	6	3
1464	81	4	0	1
1465	16	0	6	3
1466	81	4	0	1
1467	47	3	3	2
1468	33	3	4	2
1469	47	3	3	5
1470	60	3	3	5
1471	72	3	4	2
1472	64	3	4	2
1473	57	5	5	1
1474	23	3	3	5
1475	51	0	1	4
1476	52	0	6	3
1477	58	6	2	1
1478	60	3	4	2
1479	47	3	3	5
1480	56	0	0	0
1481	49	6	2	6
1482	71	3	4	2
1483	51	0	1	4
1484	67	3	3	5
1485	49	3	3	5
1486	47	6	2	6
1487	39	3	3	5
1488	50	6	2	6
1489	59	3	4	2
1490	53	5	5	1
1491	81	0	0	0
1492	51	4	0	1
1493	69	0	1	4
1494	81	4	0	0
1495	47	6	2	6
1496	47	5	5	1
1497	67	0	1	0
1498	78	0	0	0
1499	81	0	6	3
1500	81	0	1	3
1501	81	0	0	0
1502	51	3	3	5
1503	39	3	3	5
1504	57	0	1	4
1505	47	6	2	6
1506	56	6	2	6
1507	56	4	0	1
1508	44	3	3	5
1509	73	3	4	2
1510	72	5	5	1
1511	42	3	4	2
1512	43	0	1	0
1513	55	3	1	4
1514	67	3	4	2
1515	20	3	4	2
1516	47	3	4	2
1517	50	5	5	1
1518	67	3	4	2
1519	54	3	3	5
1520	62	5	5	1
1521	50	5	5	1
1522	42	4	0	1
1523	57	6	2	1
1524	72	3	4	2
1525	53	6	2	6
1526	53	3	4	2
1527	53	3	3	5
1528	49	3	3	5
1529	81	0	0	3
1530	72	3	4	2
1531	53	5	5	1
1532	50	3	4	4
1533	59	3	3	5
1534	50	6	2	6
1535	46	3	4	2
1536	53	6	2	6
1537	53	3	4	2
1538	53	6	2	1
1539	47	0	0	0
1540	53	6	2	6
1541	53	6	2	6
1542	51	5	5	1
1543	49	3	1	2
1544	32	3	3	5
1545	51	3	3	5
1546	53	5	5	1
1547	53	5	5	1
1548	51	3	3	5
1549	73	0	1	0
1550	47	6	2	6
1551	21	0	1	4
1552	25	0	1	4
1553	65	0	0	0
1554	52	6	2	6
1555	47	6	2	6
1556	56	6	2	1
1557	51	5	5	1
1558	47	3	3	5
1559	50	6	2	6
1560	56	0	1	4
1561	46	3	4	4
1562	56	3	3	5
1563	74	4	0	1
1564	62	4	0	1
1565	50	6	2	6
1566	56	3	3	5
1567	56	3	4	2
1568	53	6	2	6
1569	51	4	0	0
1570	35	3	3	5
1571	73	0	1	0
1572	53	6	2	6
1573	47	3	3	5
1574	47	6	2	6
1575	56	4	0	1
1576	43	3	3	2
1577	53	6	2	6
1578	76	4	0	1
1579	56	0	6	3
1580	76	0	1	0
1581	49	6	2	6
1582	56	6	2	1
1583	84	0	1	0
1584	81	4	0	1
1585	72	3	4	2
1586	81	4	0	1
1587	47	6	2	6
1588	58	3	1	4
1589	49	6	2	1
1590	49	6	2	6
1591	74	0	0	0
1592	51	6	2	6
1593	81	0	0	0
1594	50	3	4	2
1595	53	3	3	5
1596	49	0	1	4
1597	49	6	2	6
1598	45	3	4	4
1599	43	3	4	2
1600	49	6	2	6
1601	47	3	3	5
1602	51	0	1	0
1603	53	6	2	6
1604	81	0	1	4
1605	39	3	3	5
1606	29	3	3	5
1607	50	6	2	6
1608	50	3	3	5
1609	51	6	2	6
1610	42	3	1	4
1611	52	6	2	6
1612	53	3	3	5
1613	47	3	4	2
1614	51	3	4	4
1615	57	3	4	2
1616	56	3	3	5
1617	52	3	3	2
1618	55	6	2	6
1619	46	0	1	0
1620	35	3	1	5
1621	55	6	2	1
1622	49	5	5	1
1623	32	3	3	5
1624	80	0	1	0
1625	76	3	4	2
1626	32	3	3	5
1627	53	3	3	2
1628	25	3	3	5
1629	56	3	4	2
1630	81	0	0	0
1631	47	6	2	6
1632	56	3	1	4
1633	49	6	2	6
1634	57	6	2	6
1635	61	3	4	2
1636	53	5	5	1
1637	47	3	3	2
1638	81	0	0	0
1639	52	6	2	6
1640	51	3	1	4
1641	47	3	3	2
1642	51	6	2	6
1643	55	6	2	1
1644	81	4	0	0
1645	50	6	2	6
1646	56	3	1	4
1647	54	4	0	1
1648	20	3	4	2
1649	47	3	4	4
1650	49	0	0	0
1651	52	5	5	1
1652	78	0	0	0
1653	72	0	0	0
1654	49	3	3	5
1655	81	0	1	4
1656	71	0	1	0
1657	49	6	2	6
1658	50	6	2	6
1659	49	6	2	6
1660	54	6	2	6
1661	32	3	3	5
1662	37	3	1	4
1663	58	0	1	4
1664	50	6	2	6
1665	49	6	2	6
1666	81	0	0	0
1667	56	3	3	5
1668	56	4	2	1
1669	54	5	5	1
1670	49	6	2	6
1671	74	0	1	3
1672	53	6	2	6
1673	53	3	4	2
1674	46	0	0	0
1675	51	6	2	6
1676	58	4	0	1
1677	47	6	2	6
1678	53	6	2	6
1679	53	3	3	5
1680	76	0	1	4
1681	57	5	5	1
1682	25	3	4	2
1683	61	3	1	5
1684	53	6	2	6
1685	57	6	2	6
1686	81	0	6	3
1687	58	6	2	1
1688	81	0	0	0
1689	54	3	3	5
1690	53	6	2	6
1691	47	6	2	6
1692	62	3	3	2
1693	56	6	2	6
1694	39	0	1	0
1695	42	3	1	2
1696	42	3	1	5
1697	81	4	0	0
1698	53	6	2	1
1699	60	6	2	1
1700	81	0	0	0
1701	53	4	0	1
1702	53	6	2	6
1703	62	4	0	1
1704	63	0	1	0
1705	20	3	1	4
1706	53	5	5	1
1707	50	6	2	6
1708	81	0	1	0
1709	74	4	0	1
1710	81	0	0	0
1711	38	3	4	2
1712	50	3	3	5
1713	47	6	2	6
1714	56	3	3	5
1715	60	0	0	0
1716	56	3	1	5
1717	76	0	1	3
1718	67	6	2	1
1719	50	3	3	5
1720	47	3	4	4
1721	38	3	1	4
1722	41	3	1	4
1723	49	6	2	6
1724	81	0	0	0
1725	56	3	3	5
1726	47	6	2	6
1727	49	3	4	2
1728	56	3	1	5
1729	51	3	1	4
1730	46	3	4	2
1731	30	3	4	2
1732	51	0	1	4
1733	56	0	0	0
1734	82	0	1	0
1735	47	4	2	1
1736	53	6	2	6
1737	60	4	0	1
1738	47	6	2	6
1739	56	4	0	1
1740	39	0	1	4
1741	47	3	3	5
1742	51	6	2	6
1743	50	6	2	1
1744	49	6	2	6
1745	46	0	1	4
1746	44	0	1	4
1747	74	3	4	2
1748	53	3	3	5
1749	47	3	3	5
1750	52	3	4	4
1751	54	3	3	5
1752	50	3	4	2
1753	51	6	2	6
1754	47	3	4	2
1755	52	3	4	2
1756	53	5	5	1
1757	81	0	0	0
1758	42	0	1	0
1759	14	3	3	5
1760	81	4	0	0
1761	45	6	2	1
1762	56	3	3	5
1763	57	3	4	2
1764	61	3	3	5
1765	67	3	1	4
1766	79	0	0	0
1767	53	5	5	1
1768	57	3	3	5
1769	53	5	5	1
1770	52	6	2	6
1771	49	3	1	2
1772	50	6	2	6
1773	78	3	1	4
1774	45	4	2	1
1775	73	0	0	0
1776	70	0	0	0
1777	81	0	0	0
1778	60	4	0	1
1779	59	3	3	5
1780	47	3	3	5
1781	67	0	0	0
1782	56	6	2	6
1783	20	3	3	5
1784	45	0	1	4
1785	81	4	0	0
1786	42	3	4	2
1787	56	0	1	4
1788	49	5	5	1
1789	73	3	1	4
1790	54	3	4	2
1791	60	0	1	4
1792	56	6	2	1
1793	49	5	5	1
1794	47	6	2	6
1795	56	6	2	6
1796	81	0	6	3
1797	61	4	2	1
1798	53	6	2	6
1799	72	3	4	2
1800	47	3	3	5
1801	51	3	1	2
1802	45	3	3	5
1803	52	5	5	1
1804	45	3	4	4
1805	49	3	3	5
1806	73	0	0	1
1807	53	5	5	1
1808	5	0	1	0
1809	51	6	2	6
1810	81	0	0	0
1811	44	0	0	0
1812	49	6	2	6
1813	76	0	1	4
1814	38	0	1	4
1815	47	6	2	6
1816	52	6	2	6
1817	49	6	2	6
1818	47	6	2	6
1819	49	3	1	4
1820	53	6	2	6
1821	47	6	2	6
1822	49	0	1	4
1823	40	0	0	0
1824	81	0	1	0
1825	41	3	3	5
1826	47	0	1	3
1827	47	6	2	6
1828	51	5	5	1
1829	80	0	0	0
1830	56	3	3	5
1831	48	3	3	5
1832	39	0	1	4
1833	79	0	0	0
1834	50	6	2	6
1835	45	3	4	2
1836	81	0	0	0
1837	51	6	2	6
1838	47	3	3	5
1839	19	3	3	5
1840	50	3	3	5
1841	75	0	1	0
1842	53	5	5	1
1843	64	3	4	2
1844	45	3	4	2
1845	44	3	4	2
1846	69	3	1	4
1847	47	6	2	6
1848	53	3	1	2
1849	29	3	4	2
1850	47	0	0	0
1851	50	3	3	2
1852	49	5	5	1
1853	51	6	2	6
1854	36	3	1	4
1855	47	3	3	5
1856	81	0	6	3
1857	14	3	1	4
1858	56	3	3	5
1859	22	3	4	2
1860	81	0	1	4
1861	69	3	4	2
1862	53	3	1	2
1863	49	6	2	6
1864	56	3	3	5
1865	27	0	1	4
1866	45	3	3	5
1867	65	3	4	2
1868	50	6	2	6
1869	56	0	1	2
1870	56	3	3	5
1871	58	4	0	1
1872	27	0	1	4
1873	49	3	1	4
1874	56	3	1	2
1875	81	0	1	0
1876	52	6	2	6
1877	49	6	2	6
1878	81	0	0	0
1879	43	3	3	5
1880	56	5	5	1
1881	57	3	1	5
1882	47	5	5	1
1883	80	0	1	4
1884	54	3	1	4
1885	81	0	0	0
1886	40	0	1	4
1887	42	3	3	5
1888	51	3	1	5
1889	48	3	1	4
1890	53	3	4	2
1891	66	3	1	4
1892	32	3	4	2
1893	47	3	3	5
1894	81	1	6	3
1895	53	5	5	1
1896	72	4	2	1
1897	60	0	1	0
1898	47	4	0	0
1899	72	0	1	0
1900	53	3	3	5
1901	43	3	3	5
1902	51	6	2	6
1903	81	0	0	0
1904	51	6	2	6
1905	47	0	1	4
1906	18	3	3	5
1907	49	6	2	6
1908	56	3	3	5
1909	81	0	0	0
1910	53	6	2	6
1911	51	3	3	5
1912	49	3	3	5
1913	32	3	3	5
1914	51	3	4	2
1915	68	3	1	2
1916	81	0	1	0
1917	62	3	4	2
1918	81	0	0	0
1919	44	5	5	1
1920	56	6	2	6
1921	81	0	0	0
1922	53	6	2	6
1923	58	6	2	1
1924	50	6	2	1
1925	53	5	5	1
1926	53	5	5	1
1927	57	3	1	5
1928	58	3	1	4
1929	52	6	2	1
1930	53	6	2	6
1931	50	6	2	6
1932	45	3	4	2
1933	62	0	0	0
1934	70	3	1	4
1935	79	0	1	2
1936	81	0	0	0
1937	57	3	3	5
1938	81	0	0	0
1939	44	3	3	5
1940	47	6	2	6
1941	39	3	4	2
1942	64	3	4	2
1943	45	3	1	5
1944	81	0	0	0
1945	54	6	2	1
1946	53	6	2	6
1947	56	6	2	6
1948	53	0	1	0
1949	59	3	4	2
1950	81	0	1	0
1951	42	3	1	4
1952	43	0	1	4
1953	49	5	5	1
1954	56	6	2	6
1955	53	5	5	1
1956	47	3	4	2
1957	64	0	0	0
1958	53	3	4	2
1959	50	6	2	6
1960	37	3	3	5
1961	56	3	3	5
1962	56	3	3	5
1963	53	6	2	6
1964	51	3	3	5
1965	57	6	2	6
1966	56	3	3	5
1967	53	6	2	1
1968	81	0	1	0
1969	49	6	2	6
1970	54	6	2	6
1971	42	3	4	2
1972	53	5	5	1
1973	72	3	4	2
1974	47	3	1	4
1975	53	5	5	1
1976	50	0	0	0
1977	50	3	3	5
1978	57	6	2	1
1979	23	0	1	4
1980	81	0	0	0
1981	47	3	3	5
1982	47	3	3	5
1983	20	3	1	4
1984	49	3	3	5
1985	53	6	2	6
1986	64	3	3	5
1987	81	0	0	0
1988	53	0	1	4
1989	56	0	0	0
1990	47	6	2	6
1991	49	6	2	6
1992	47	6	2	6
1993	64	3	4	2
1994	35	3	4	2
1995	44	3	1	4
1996	50	3	3	5
1997	81	4	0	0
1998	47	6	2	6
1999	76	0	0	0
2000	84	0	1	0
2001	42	3	3	5
2002	45	3	3	5
2003	20	3	1	4
2004	56	3	4	2
2005	72	3	4	2
2006	53	3	3	5
2007	37	3	4	4
2008	42	3	1	4
2009	46	3	4	2
2010	55	6	2	6
2011	81	0	0	0
2012	47	3	3	5
2013	53	6	2	6
2014	81	0	0	0
2015	76	0	1	4
2016	53	5	5	1
2017	45	3	1	4
2018	19	3	3	2
2019	74	0	6	3
2020	39	3	4	2
2021	37	3	4	4
2022	81	0	1	0
2023	49	3	4	2
2024	53	6	2	6
2025	50	6	2	6
2026	41	3	4	2
2027	42	3	4	2
2028	49	6	2	6
2029	81	4	0	0
2030	41	3	3	5
2031	56	6	2	6
2032	49	3	3	5
2033	47	3	4	2
2034	79	0	6	3
2035	47	6	2	6
2036	80	3	1	4
2037	56	3	4	2
2038	43	0	1	4
2039	81	0	1	4
2040	53	3	3	5
2041	64	3	3	2
2042	37	3	3	5
2043	47	5	5	1
2044	51	5	5	1
2045	47	6	2	6
2046	53	4	2	1
2047	49	6	2	6
2048	49	5	5	1
2049	56	4	2	1
2050	47	3	3	5
2051	49	0	1	2
2052	47	0	1	4
2053	70	3	4	2
2054	48	0	6	3
2055	51	3	3	5
2056	64	0	0	0
2057	51	6	2	6
2058	51	6	2	6
2059	45	6	2	1
2060	53	5	5	1
2061	74	0	1	0
2062	43	0	1	0
2063	81	0	1	0
2064	60	0	1	4
2065	50	0	0	0
2066	49	6	2	6
2067	56	0	0	0
2068	53	4	2	1
2069	51	6	2	6
2070	51	6	2	6
2071	53	3	4	2
2072	50	6	2	6
2073	56	4	0	0
2074	51	6	2	6
2075	20	3	3	5
2076	53	6	2	6
2077	68	3	4	2
2078	42	3	3	2
2079	46	3	3	5
2080	16	0	1	4
2081	45	4	0	1
2082	54	3	1	5
2083	51	6	2	6
2084	53	3	4	2
2085	50	6	2	6
2086	53	6	2	6
2087	53	6	2	6
2088	32	3	3	5
2089	63	0	0	0
2090	56	6	2	6
2091	47	6	2	6
2092	39	3	4	2
2093	38	0	1	4
2094	59	3	1	4
2095	51	6	2	6
2096	71	3	4	2
2097	81	0	6	3
2098	47	6	2	6
2099	80	3	1	4
2100	62	4	0	1
2101	44	3	3	5
2102	81	0	6	3
2103	47	6	2	6
2104	38	3	4	4
2105	56	5	5	1
2106	64	0	1	0
2107	54	6	2	6
2108	72	5	5	1
2109	54	5	5	1
2110	53	6	2	6
2111	30	3	4	2
2112	49	5	5	1
2113	58	3	3	5
2114	81	0	1	0
2115	47	3	3	5
2116	34	3	3	2
2117	50	3	4	2
2118	67	0	0	0
2119	81	4	0	0
2120	81	4	0	0
2121	53	5	5	1
2122	76	0	0	0
2123	58	0	0	0
2124	72	3	4	2
2125	48	6	2	6
2126	52	6	2	6
2127	51	6	2	1
2128	72	0	1	4
2129	47	3	3	5
2130	56	0	1	4
2131	49	3	4	2
2132	47	5	5	1
2133	18	3	3	5
2134	81	0	0	0
2135	47	3	1	4
2136	50	3	1	4
2137	81	0	6	3
2138	53	6	2	6
2139	63	3	4	2
2140	47	6	2	6
2141	49	6	2	6
2142	45	5	5	1
2143	48	0	6	3
2144	65	3	4	2
2145	51	3	1	4
2146	56	6	2	6
2147	51	5	5	1
2148	56	3	1	4
2149	73	4	0	1
2150	47	3	3	5
2151	53	3	4	2
2152	53	3	4	2
2153	56	3	1	4
2154	53	3	4	2
2155	47	3	3	5
2156	43	3	4	2
2157	76	0	1	4
2158	62	4	0	1
2159	16	0	6	3
2160	32	3	3	5
2161	42	0	1	0
2162	73	0	0	0
2163	49	3	1	4
2164	50	6	2	1
2165	44	3	3	5
2166	56	6	2	6
2167	79	0	1	2
2168	81	0	0	0
2169	40	3	3	5
2170	49	6	2	6
2171	56	6	2	6
2172	49	6	2	6
2173	81	0	6	3
2174	26	3	3	5
2175	56	3	3	5
2176	81	0	0	0
2177	62	3	4	2
2178	60	0	1	0
2179	50	6	2	6
2180	56	3	3	5
2181	47	6	2	6
2182	31	3	4	2
2183	63	3	3	5
2184	56	6	2	1
2185	47	3	3	5
2186	53	6	2	6
2187	53	6	2	6
2188	52	0	1	4
2189	81	0	0	0
2190	62	4	0	1
2191	58	0	0	0
2192	50	6	2	6
2193	44	3	3	5
2194	79	5	5	1
2195	67	3	3	5
2196	56	6	2	6
2197	61	3	4	2
2198	46	0	1	4
2199	54	4	0	1
2200	32	3	3	5
2201	67	3	4	2
2202	81	0	0	0
2203	53	3	4	2
2204	53	5	5	1
2205	50	6	2	6
2206	56	3	1	4
2207	58	4	0	1
2208	51	0	1	0
2209	42	3	4	4
2210	81	4	0	0
2211	38	3	1	4
2212	47	6	2	6
2213	56	3	3	5
2214	56	3	4	2
2215	47	6	2	6
2216	54	0	0	0
2217	60	5	5	1
2218	25	3	4	4
2219	50	6	2	6
2220	53	4	2	1
2221	53	6	2	1
2222	47	0	1	0
2223	49	6	2	6
2224	53	3	4	2
2225	81	0	0	0
2226	56	3	3	5
2227	51	6	2	6
2228	60	4	0	1
2229	23	3	4	2
2230	32	3	3	5
2231	47	3	3	5
2232	50	6	2	6
2233	47	3	1	2
2234	53	6	2	1
2235	81	0	0	0
2236	81	0	0	0
2237	81	0	1	0
2238	38	3	3	5
2239	50	6	2	6
2240	51	5	5	1
2241	49	6	2	6
2242	56	6	2	6
2243	64	3	1	2
2244	54	3	3	5
2245	50	6	2	6
2246	81	0	0	0
2247	81	0	0	3
2248	72	5	5	1
2249	81	0	0	0
2250	53	5	5	1
2251	81	0	0	0
2252	47	3	3	5
2253	45	0	0	0
2254	81	0	0	0
2255	45	3	4	2
2256	47	6	2	6
2257	81	3	1	4
2258	49	6	2	6
2259	38	3	3	5
2260	51	6	2	6
2261	47	4	2	1
2262	56	5	5	1
2263	54	0	0	0
2264	81	0	1	2
2265	45	3	4	2
2266	50	0	1	4
2267	53	6	2	6
2268	62	6	2	1
2269	46	3	3	5
2270	71	3	1	4
2271	51	5	5	1
2272	53	6	2	6
2273	53	6	2	6
2274	40	3	3	5
2275	81	0	1	0
2276	39	0	1	4
2277	39	3	3	5
2278	32	3	3	5
2279	55	6	2	6
2280	59	3	3	5
2281	81	1	6	3
2282	81	0	1	0
2283	53	3	4	2
2284	81	0	1	4
2285	51	6	2	6
2286	81	0	6	3
2287	57	4	2	1
2288	32	3	3	5
2289	47	6	2	6
2290	53	3	4	2
2291	50	0	1	4
2292	61	3	3	5
2293	56	4	2	1
2294	47	0	1	4
2295	60	0	1	0
2296	51	6	2	6
2297	50	5	5	1
2298	35	3	4	4
2299	47	0	1	4
2300	54	0	1	4
2301	81	0	1	0
2302	44	3	3	5
2303	49	6	2	6
2304	53	6	2	6
2305	65	0	6	3
2306	59	3	3	2
2307	69	0	1	0
2308	63	3	3	5
2309	72	3	4	2
2310	71	0	0	0
2311	56	3	3	5
2312	35	3	3	5
2313	48	0	0	0
2314	81	0	6	3
2315	81	0	0	0
2316	53	4	2	1
2317	56	5	5	1
2318	51	4	0	1
2319	72	0	6	3
2320	32	3	3	5
2321	81	1	6	3
2322	50	6	2	6
2323	49	6	2	6
2324	72	3	3	2
2325	59	3	3	5
2326	72	5	5	1
2327	43	3	4	2
2328	54	5	5	1
2329	81	0	0	0
2330	49	3	4	2
2331	81	0	1	0
2332	45	0	6	3
2333	50	0	0	0
2334	54	4	2	1
2335	49	5	5	1
2336	47	6	2	6
2337	47	3	3	5
2338	47	3	3	5
2339	53	6	2	6
2340	81	0	0	0
2341	42	3	3	5
2342	32	3	3	5
2343	50	6	2	6
2344	50	3	1	4
2345	56	3	3	5
2346	41	3	4	2
2347	53	5	5	1
2348	56	6	2	6
2349	53	3	4	2
2350	58	6	2	1
2351	50	6	2	6
2352	56	3	3	5
2353	59	0	0	0
2354	56	3	1	4
2355	50	6	2	6
2356	56	6	2	1
2357	20	0	1	4
2358	72	3	4	2
2359	51	0	1	0
2360	68	3	4	2
2361	81	0	0	0
2362	71	5	5	1
2363	50	3	4	2
2364	59	3	3	2
2365	81	0	1	0
2366	49	0	1	0
2367	81	0	6	3
2368	56	3	3	5
2369	20	3	4	2
2370	53	5	5	1
2371	81	0	1	0
2372	47	3	3	5
2373	81	0	0	0
2374	68	3	1	4
2375	50	3	1	4
2376	61	3	4	2
2377	81	0	0	0
2378	72	5	5	1
2379	49	5	5	1
2380	51	3	4	4
2381	49	0	1	4
2382	32	3	3	5
2383	32	0	0	0
2384	16	0	0	0
2385	81	4	0	1
2386	53	6	2	6
2387	47	6	2	6
2388	56	6	2	6
2389	53	6	2	6
2390	53	6	2	1
2391	70	0	0	0
2392	41	3	3	5
2393	62	3	1	4
2394	37	3	3	5
2395	47	3	3	5
2396	74	0	0	0
2397	81	4	0	0
2398	56	4	0	1
2399	49	3	3	5
2400	47	3	4	2
2401	51	6	2	6
2402	39	0	1	4
2403	70	3	4	2
2404	54	6	2	6
2405	44	3	3	5
2406	47	3	3	5
2407	51	6	2	6
2408	49	3	3	5
2409	50	6	2	6
2410	63	0	0	0
2411	47	6	2	6
2412	50	3	3	5
2413	41	3	1	4
2414	56	6	2	6
2415	50	6	2	6
2416	81	0	6	3
2417	53	3	3	5
2418	50	3	1	5
2419	53	3	3	5
2420	56	3	4	2
2421	32	3	3	5
2422	52	6	2	6
2423	47	6	2	6
2424	47	5	5	1
2425	62	0	1	4
2426	38	0	1	4
2427	44	3	3	5
2428	77	0	0	0
2429	56	6	2	6
2430	56	3	3	5
2431	56	3	3	5
2432	42	6	2	6
2433	47	3	3	5
2434	56	2	6	3
2435	47	6	2	6
2436	37	3	3	5
2437	55	3	3	2
2438	42	3	3	2
2439	47	3	3	5
2440	56	3	3	5
2441	49	0	1	2
2442	68	0	0	0
2443	63	0	6	3
2444	47	6	2	6
2445	32	3	3	5
2446	56	3	3	5
2447	72	0	0	0
2448	53	3	3	5
2449	50	6	2	6
2450	50	3	4	2
2451	56	3	3	5
2452	32	3	3	5
2453	48	6	2	6
2454	51	3	3	5
2455	47	6	2	6
2456	32	3	3	5
2457	50	6	2	6
2458	44	3	1	4
2459	47	6	2	1
2460	79	0	1	4
2461	47	6	2	6
2462	47	3	3	5
2463	56	6	2	6
2464	56	0	1	4
2465	53	6	2	6
2466	45	3	1	4
2467	67	3	3	5
2468	57	3	3	5
2469	49	3	4	4
2470	47	3	3	5
2471	49	6	2	6
2472	32	3	3	5
2473	56	6	2	1
2474	47	6	2	6
2475	41	3	3	5
2476	36	3	3	5
2477	47	3	4	2
2478	53	5	5	1
2479	81	0	0	0
2480	56	6	2	1
2481	81	0	0	0
2482	78	3	1	4
2483	47	0	0	0
2484	22	0	1	4
2485	81	4	0	0
2486	66	3	3	5
2487	49	6	2	6
2488	81	4	0	0
2489	53	6	2	6
2490	46	0	1	0
2491	72	3	4	2
2492	53	6	2	6
2493	49	0	1	2
2494	53	3	4	2
2495	32	3	3	5
2496	39	3	1	4
2497	73	4	0	1
2498	41	3	3	5
2499	49	3	3	5
2500	52	6	2	6
2501	45	3	3	5
2502	32	3	3	5
2503	69	5	5	1
2504	49	0	1	2
2505	81	0	0	0
2506	81	4	0	0
2507	47	3	4	2
2508	62	3	4	2
2509	54	0	1	4
2510	57	4	0	1
2511	54	6	2	1
2512	35	3	1	4
2513	60	3	1	4
2514	56	0	0	0
2515	56	4	0	1
2516	54	6	2	6
2517	50	6	2	6
2518	47	3	3	5
2519	44	3	3	2
2520	56	3	3	5
2521	56	4	0	1
2522	32	3	3	5
2523	57	3	3	2
2524	81	4	0	1
2525	81	0	0	0
2526	72	5	5	1
2527	53	6	2	6
2528	60	0	1	4
2529	50	6	2	6
2530	47	3	3	5
2531	53	6	2	6
2532	56	3	3	5
2533	56	3	3	5
2534	60	0	1	4
2535	51	3	3	5
2536	47	6	2	6
2537	44	3	3	5
2538	47	6	2	6
2539	56	6	2	6
2540	55	6	2	6
2541	53	3	1	2
2542	47	3	4	4
2543	37	3	4	2
2544	54	0	1	4
2545	47	3	3	5
2546	60	3	4	2
2547	32	3	3	5
2548	56	3	3	5
2549	49	6	2	6
2550	38	3	3	5
2551	57	4	0	1
2552	68	0	1	0
2553	54	6	2	6
2554	77	0	0	0
2555	66	0	1	4
2556	76	0	1	3
2557	53	6	2	6
2558	68	0	1	4
2559	50	6	2	6
2560	45	0	0	0
2561	72	5	5	1
2562	47	3	3	5
2563	81	0	0	0
2564	53	6	2	6
2565	53	6	2	1
2566	67	3	4	2
2567	51	6	2	6
2568	49	5	5	1
2569	39	0	1	4
2570	45	0	0	0
2571	45	0	0	0
2572	49	3	4	2
2573	62	3	1	4
2574	48	6	2	6
2575	44	3	3	5
2576	81	3	1	4
2577	51	6	2	6
2578	56	6	2	6
2579	49	3	4	2
2580	47	3	3	5
2581	58	0	1	4
2582	52	3	3	5
2583	62	3	4	2
2584	55	4	0	1
2585	81	0	6	3
2586	51	5	5	1
2587	53	3	4	2
2588	76	3	1	4
2589	81	0	0	0
2590	49	6	2	6
2591	39	0	1	4
2592	79	0	1	2
2593	68	0	1	2
2594	51	6	2	6
2595	79	0	0	0
2596	57	0	1	4
2597	47	3	3	5
2598	42	3	1	4
2599	81	0	0	0
2600	56	3	3	5
2601	74	0	0	0
2602	47	3	3	5
2603	48	3	4	2
2604	53	6	2	6
2605	56	6	2	6
2606	47	6	2	6
2607	72	0	1	0
2608	53	6	2	6
2609	53	6	2	6
2610	81	0	1	0
2611	47	6	2	6
2612	47	3	1	4
2613	16	0	6	3
2614	51	6	2	6
2615	51	6	2	6
2616	57	3	4	2
2617	49	0	6	3
